,Obtained,Name,Source
117,,Arrow's Soaring Sting Talisman,
118,,Beloved Stardust,
119,,Blade of Mercy,
120,,Blessed Blue Dew Talisman,
121,,Boltdrake Talisman +3,
122,,Cerulean Amber Medallion +3,
123,,Cerulean Seed Talisman +1,
124,,Clarifying Horn Charm +2,
125,,Crimson Amber Medallion +3,
126,,Crimson Seed Talisman +1,
127,,Crusade Insignia,
128,,Dried Bouquet,
129,,Enraged Divine Beast,
130,,Fine Crucible Feather Talisman,
131,,Flamedrake Talisman +3,
132,,Golden Braid,
133,,Immunizing Horn Charm +2,
134,,Lacerating Crossed-Tree,
135,,Mottled Necklace +2,
136,,Outer God Heirloom,
137,,Pearl Shield Talisman,
138,,Pearldrake Talisman +3,
139,,Rellana's Cameo,
140,,Retaliatory Crossed-Tree,
141,,Sharpshot Talisman,
142,,Shattered Stone Talisman,
143,,Smithing Talisman,
144,,Spelldrake Talisman +3,
145,,St. Trina's Smile,
146,,Stalwart Horn Charm +2,
147,,Talisman of all Crucibles,
148,,Talisman of Lord's Bestowal,
149,,Talisman of the Dread,
150,,Two-Handed Sword Talisman,
151,,Two-Headed Turtle Talisman,
152,,Verdigris Discus,
153,,Viridian Amber Medallion +3,
0,,Wandering Noble Ashes,On ground: Stormfoot Catacombs
1,,Noble Sorcerer Ashes,"Enemy drop: Erdtree Burial Watchdog in Stormfoot Catacombs,"
2,,Nomad Ashes,On ground: Subterranean Shunning-Grounds
3,,Putrid Corpse Ashes,"Enemy drop: Frenzied Duelist (Boss) ,"
4,,Skeletal Militiaman Ashes,"Enemy drop: Tibia Mariner in Summonwater Village,"
5,,Skeletal Bandit Ashes,"Enemy drop: Tibia Mariner in Artist's Shack (Liurnia of the Lakes),"
6,,Albinauric Ashes,On ground: Caria Manor
7,,Winged Misbegotten Ashes,On ground: Unsightly Catacombs
8,,Demi-Human Ashes,"Enemy drop: Erdtree Burial Watchdog in Impaler's Catacombs,"
9,,Clayman Ashes,On ground: Uhl Palace Ruins
10,,Oracle Envoy Ashes,On ground: Miquella's Haligtree
11,,Lone Wolf Ashes,On ground: Church of Elleh
12,,Rotten Stray Ashes,"On ground: Sellia, Town of Sorcery"
13,,Giant Rat Ashes,On ground: West Windmill Pasture
14,,Warhawk Ashes,On ground: Church of Pilgrimage
15,,Land Squirt Ashes,On ground: Liurnia of the Lakes
16,,Spirit Jellyfish Ashes,Quest: Roderika
17,,Miranda Sprout Ashes,On ground: Caelid Catacombs
18,,Fanged Imp Ashes,Buy from merchant: Isolated Merchant Raya Lucaria
19,,Soldjars of Fortune Ashes,"Enemy drop: Grave Warden Duelist in Auriza Side Tomb,"
20,,Archer Ashes,"On ground: Nokstella, Eternal City"
21,,Greatshield Soldier Ashes,"On ground: Nokron, Eternal City"
22,,Page Ashes,On ground: Cliffbottom Catacombs
23,,Vulgar Militia Ashes,On ground: Auriza Hero's Grave
24,,Marionette Soldier Ashes,On ground: Raya Lucaria Academy
25,,Avionette Soldier Ashes,On ground: Raya Lucaria Academy
26,,Kaiden Sellsword Ashes,"Enemy drop: Erdtree Burial Watchdog in Cliffbottom Catacombs,"
27,,Mad Pumpkin Head Ashes,"Enemy drop: Erdtree Burial Watchdog in Minor Erdtree Catacombs,"
28,,Fire Monk Ashes,On ground: Giants' Mountaintop Catacombs
29,,Ancestral Follower Ashes,"Enemy drop: Ancestor Spirit ,"
30,,Azula Beastman Ashes,On ground: Crumbling Farum Azula
31,,Man-Serpent Ashes,On ground: Volcano Manor
32,,Crystalian Ashes,On ground: Sellia Hideaway
33,,Kindred of Rot Ashes,"Enemy drop: Cemetery Shade in Caelid Catacombs,"
34,,Glintstone Sorcerer Ashes,"Enemy drop: Spirit-Caller Snail in Road's End Catacombs,"
35,,Twinsage Sorcerer Ashes,"Enemy drop: Cemetery Shade in Black Knife Catacombs,"
36,,Godrick Soldier Ashes,On ground: Stormhill
37,,Raya Lucaria Soldier Ashes,On ground: Road's End Catacombs
38,,Leyndell Soldier Ashes,On ground: Sainted Hero's Grave
39,,Radahn Soldier Ashes,On ground: War-Dead Catacombs
40,,Haligtree Soldier Ashes,"On ground: Elphael, Brace of the Haligtree"
41,,Mausoleum Soldier Ashes,On ground: Deeproot Depths
42,,Stormhawk Deenh,On ground: Chapel of Anticipation
43,,Banished Knight Oleg Ashes,"Enemy drop: Ulcerated Tree Spirit in Fringefolk Hero's Grave,"
44,,Banished Knight Engvall Ashes,"Enemy drop: Grave Warden Duelist in Murkwater Catacombs,"
45,,Bloodhound Knight Floh,"Enemy drop: Red Wolf of the Champion ,"
46,,Battlemage Hugues Ashes,"Enemy drop: Battlemage Hugues ,"
47,,Latenna The Albinauric,Quest: Latenna
48,,Perfumer Tricia Ashes,"Enemy drop: Misbegotten Warrior in Unsightly Catacombs, Perfumer Tricia ,"
49,,Depraved Perfumer Carmaan Ashes,On ground: Volcano Manor
50,,Omenkiller Rollo,"Enemy drop: Fell Twins ,"
51,,Blackflame Monk Amon Ashes,"Enemy drop: Mimic Tear in Hidden Path to the Haligtree,"
52,,Ancient Dragon Knight Kristoff Ashes,"Enemy drop: Ancient Hero of Zamor in Sainted Hero's Grave,"
53,,Redmane Knight Ogha Ashes,"Enemy drop: Putrid Tree Spirit ,"
54,,Lhutel the Headless,"Enemy drop: Cemetery Shade in Tombsward Catacombs,"
55,,Cleanrot Knight Finlay Ashes,"On ground: Elphael, Brace of the Haligtree"
56,,Black Knife Tiche,"Enemy drop: Alecto, Black Knife Ringleader ,"
57,,Mimic Tear Ashes,On ground: Night's Sacred Ground
58,,Finger Maiden Therolina Puppet,Quest: Preceptor Seluvis
59,,Jarwight Puppet,Quest: Preceptor Seluvis
60,,Dolores the Sleeping Arrow Puppet,Quest: Preceptor Seluvis
61,,Nepheli Loux Puppet,Quest: Preceptor Seluvis
62,,Dung Eater Puppet,Quest: Preceptor Seluvis
63,,Nightmaiden & Swordstress Puppets,"On ground: Nokstella, Eternal City"
64,,Ancient Dragon Florissax,
65,,Bigmouth Imp Ashes,
66,,Black Knight Captain Huw,
67,,Black Knight Commander Andreas,
68,,Bloodfiend Hexer's Ashes,
69,,Curseblade Meera,
70,,Demi-Human Swordsman Yosh,
71,,Divine Bird Warrior Ornis,
72,,Fingercreeper Ashes,
73,,Fire Knight Hilde,
74,,Fire Knight Queelign,
75,,Gravebird Ashes,
76,,Horned Warrior Ashes,
77,,Inquisitor Ashes,
78,,Jolan and Anna,
79,,Man-Fly Ashes,
80,,Messmer Soldier Ashes,
81,,Spider Scorpion Ashes,
82,,Swordhand of Night Jolan,
83,,Taylew the Golem Smith,
0,,Ash of War: Stamp (Upward Cut),Buy from merchant: Knight Bernahl
1,,Ash of War: Stamp (Sweep),"Enemy drop: Teardrop Scarab in Limgrave,"
2,,Ash of War: Wild Strikes,"Enemy drop: Teardrop Scarab in Stormhill Shack,"
3,,Ash of War: Lion's Claw,"Enemy drop: Lion Guardian in Fort Gael,"
4,,Ash of War: Cragblade,"Enemy drop: Teardrop Scarab in Caelid,"
5,,Ash of War: Kick,Buy from merchant: Knight Bernahl
6,,Ash of War: Endure,Buy from merchant: Knight Bernahl
7,,Ash of War: Ground Slam,"Enemy drop: Teardrop Scarab in Minor Erdtree (Mistwood),"
8,,Ash of War: Earthshaker,"Enemy drop: Teardrop Scarab in Altus Plateau,"
9,,Ash of War: Hoarah Loux's Earthshaker,Buy from merchant: Enia
10,,Ash of War: War Cry,Buy from merchant: Knight Bernahl
11,,Ash of War: Barbaric Roar,"Enemy drop: Teardrop Scarab in Liurnia of the Lakes,"
12,,Ash of War: Braggart's Roar,Quest: Blackguard Big Boggart
13,,Ash of War: Troll's Roar,On ground: Church of Repose
14,,Ash of War: Spinning Slash,Buy from merchant: Knight Bernahl
15,,Ash of War: Impaling Thrust,Buy from merchant: Knight Bernahl
16,,Ash of War: Piercing Fang,Quest: Bloody Finger Hunter Yura
17,,Ash of War: Repeating Thrust,"Enemy drop: Night's Cavalry in Limgrave,"
18,,Ash of War: Double Slash,"Enemy drop: Teardrop Scarab in Sellia, Town of Sorcery,"
19,,Ash of War: Sword Dance,"Enemy drop: Teardrop Scarab in Minor Erdtree (Liurnia Southwest),"
20,,Ash of War: Unsheathe,"Enemy drop: Teardrop Scarab in Limgrave,"
21,,Ash of War: Quickstep,Buy from merchant: Knight Bernahl
22,,Ash of War: Bloodhound's Step,"Enemy drop: Night's Cavalry in Lenne's Rise,"
23,,Ash of War: Raptor of the Mists,Quest: Bloody Finger Hunter Yura
24,,Ash of War: Beast's Roar,Buy from merchant: Gurranq Beast Clergyman Quest: Gurranq Beast Clergyman
25,,Ash of War: Square Off,"Enemy drop: Teardrop Scarab in Siofra River,"
26,,Ash of War: Charge Forth,"Enemy drop: Teardrop Scarab in Academy Gate Town,"
27,,Ash of War: Spinning Strikes,"Quest: Edgar Enemy drop: Edgar The Revenger ,"
28,,Ash of War: Giant Hunt,"Enemy drop: Night's Cavalry in Bellum Church,"
29,,Ash of War: Storm Blade,Buy from merchant: Knight Bernahl
30,,Ash of War: Storm Assault,"Enemy drop: Teardrop Scarab in Stormveil Castle,"
31,,Ash of War: Stormcaller,"Enemy drop: Teardrop Scarab in Stormveil Castle,"
32,,Ash of War: Storm Stomp,On ground: Gatefront Ruins
33,,Ash of War: Vacuum Slice,On ground: Deeproot Depths
34,,Ash of War: Phantom Slash,"Enemy drop: Night's Cavalry in Forbidden Lands,"
35,,Ash of War: Determination,"Enemy drop: Teardrop Scarab in Limgrave,"
36,,Ash of War: Royal Knight's Resolve,On ground: Volcano Manor
37,,Ash of War: Glintstone Pebble,Buy from merchant: Sorcerer Rogier Quest: Sorcerer Rogier
38,,Ash of War: Glintblade Phalanx,Quest: Sorcerer Rogier
39,,Ash of War: Carian Greatsword,Buy from merchant: Sorcerer Rogier Quest: Sorcerer Rogier
40,,Ash of War: Carian Grandeur,On ground: Caria Manor
41,,Ash of War: Spinning Weapon,Buy from merchant: Sorcerer Rogier Quest: Sorcerer Rogier
42,,Ash of War: Loretta's Slash,"Enemy drop: Royal Knight Loretta ,"
43,,Ash of War: Gravitas,"Enemy drop: Alabaster Lord in Limgrave,"
44,,Ash of War: Waves of Darkness,Buy from merchant: Enia
45,,Ash of War: Flaming Strike,"Enemy drop: Teardrop Scarab in Redmane Castle,"
46,,Ash of War: Flame of the Redmanes,"Enemy drop: Teardrop Scarab in Fort Gael,"
47,,Ash of War: Eruption,Buy from merchant: Knight Bernahl Quest: Volcano Manor
48,,Ash of War: Prelate's Charge,"Enemy drop: Teardrop Scarab in Mountaintops of the Giants,"
49,,Ash of War: Black Flame Tornado,"Enemy drop: Godskin Duo ,"
50,,Ash of War: Thunderbolt,"Enemy drop: Teardrop Scarab in Leyndell Royal Capital,"
51,,Ash of War: Lightning Slash,"Enemy drop: Teardrop Scarab in Capital Outskirts,"
52,,Ash of War: Lightning Ram,"Enemy drop: Teardrop Scarab in Sainted Hero's Grave,"
53,,Ash of War: Sacred Blade,"Enemy drop: Teardrop Scarab in Third Church of Marika,"
54,,Ash of War: Prayerful Strike,"Enemy drop: Teardrop Scarab in Altus Plateau,"
55,,Ash of War: Sacred Ring of Light,"Enemy drop: Teardrop Scarab in Swamp of Aeonia,"
56,,Ash of War: Sacred Order,"Enemy drop: Teardrop Scarab in Altus Plateau,"
57,,Ash of War: Shared Order,"Enemy drop: Night's Cavalry in Altus Plateau,"
58,,Ash of War: Golden Land,"Enemy drop: Teardrop Scarab in Deeproot Depths,"
59,,Ash of War: Golden Slam,"Enemy drop: Teardrop Scarab in Woodfolk Ruins,"
60,,Ash of War: Golden Vow,"Enemy drop: Mounted Knight (Near Deathtouched Catacombs) ,"
61,,Ash of War: Vow of the Indomitable,"Enemy drop: Teardrop Scarab in Liurnia of the Lakes,"
62,,Ash of War: Holy Ground,"Enemy drop: Chariot in Auriza Hero's Grave,"
63,,Ash of War: Poisonous Mist,"Enemy drop: Teardrop Scarab in Swamp of Aeonia,"
64,,Ash of War: Poison Moth Flight,"Enemy drop: Night's Cavalry in Caelid,"
65,,Ash of War: Blood Blade,"Enemy drop: Teardrop Scarab in Altus Plateau,"
66,,Ash of War: Bloody Slash,"Enemy drop: Godrick Knight (Fort Haight) ,"
67,,Ash of War: Blood Tax,"Enemy drop: Teardrop Scarab in Mohgwyn Dynasty Mausoleum,"
68,,Ash of War: Seppuku,"Enemy drop: Teardrop Scarab in Mountaintops of the Giants,"
69,,Ash of War: Ice Spear,"Enemy drop: Night's Cavalry in Liurnia of the Lakes,"
70,,Ash of War: Chilling Mist,"Enemy drop: Teardrop Scarab in Three Sisters,"
71,,Ash of War: Hoarfrost Stomp,"Enemy drop: Teardrop Scarab in Caria Manor and Liurnia of the Lakes,"
72,,Ash of War: Spectral Lance,"Enemy drop: Teardrop Scarab in Raya Lucaria Academy,"
73,,Ash of War: Lifesteal Fist,"Enemy drop: Teardrop Scarab in Caelid,"
74,,Ash of War: White Shadow's Lure,"Enemy drop: Teardrop Scarab in Ordina Liturgical Town,"
75,,Ash of War: Assassin's Gambit,Buy from merchant: Knight Bernahl Quest: Volcano Manor
76,,Ash of War: Mighty Shot,"Enemy drop: Teardrop Scarab in Weeping Peninsula,"
77,,Ash of War: Through and Through,"Enemy drop: Teardrop Scarab in Volcano Manor,"
78,,Ash of War: Barrage,"Enemy drop: Teardrop Scarab in Mt Gelmir,"
79,,Ash of War: Sky Shot,"Enemy drop: Teardrop Scarab in Isolated Merchant's Shack (Dragonbarrow),"
80,,Ash of War: Enchanted Shot,"Enemy drop: Teardrop Scarab in Nokron, Eternal City,"
81,,Ash of War: Rain of Arrows,On ground: Fort Faroth
82,,Ash of War: Parry,Buy from merchant: Knight Bernahl
83,,Ash of War: Golden Parry,"Enemy drop: Teardrop Scarab in Capital Outskirts,"
84,,Ash of War: Storm Wall,"Enemy drop: Teardrop Scarab in Stormhill,"
85,,Ash of War: Shield Bash,"Enemy drop: Teardrop Scarab in Raya Lucaria Academy,"
86,,Ash of War: Shield Crash,"Enemy drop: Teardrop Scarab in Lux Ruins,"
87,,Ash of War: Barricade Shield,"Enemy drop: Night's Cavalry in Castle Morne,"
88,,Ash of War: Thops's Barrier,"Quest: Thops Enemy drop: Teardrop Scarab in Church of Irith and Liurnia of the Lakes,"
89,,Ash of War: Carian Retaliation,"Buy from merchant: Pidia, Carian Servant"
90,,Ash of War: No Skill,Buy from merchant: Knight Bernahl
91,,Ash of War: Dryleaf Whirlwind,
92,,Ash of War: Aspects of the Crucible: Wings,
93,,Ash of War: Spinning Gravity Thrust,
94,,Ash of War: Palm Blast,
95,,Ash of War: Piercing Throw,
96,,Ash of War: Scattershot Throw,
97,,Ash of War: Wall of Sparks,
98,,Ash of War: Rolling Sparks,
99,,Ash of War: Raging Beast,
100,,Ash of War: Savage Claws,
101,,Ash of War: Blind Spot,
102,,Ash of War: Swift Slash,
103,,Ash of War: Overhead Stance,
104,,Ash of War: Wing Stance,
105,,Ash of War: Blinkbolt,
106,,Ash of War: Flame Skewer,
107,,Ash of War: Savage Lion's Claw,
108,,Ash of War: Divine Beast Frost Stomp,
109,,Ash of War: Flame Spear,
110,,Ash of War: Carian Sovereignty,
111,,Ash of War: Shriek of Sorrow,
112,,Ash of War: Ghostflame Call,
113,,Ash of War: The Poison Flower Blooms Twice,
114,,Ash of War: Igon's Drake Hunt,
115,,Ash of War: Shield Strike,
0,,Glintstone Pebble,Buy from merchant: Sorceress SellenThops Quest: Sorceress Sellen
1,,Swift Glintstone Shard,Buy from merchant: Sorceress SellenMiriel Pastor of Vows
2,,Great Glintstone Shard,Buy from merchant: Sorceress SellenMiriel Pastor of Vows
3,,Glintstone Cometshard,Buy from merchant: Sorceress SellenMiriel Pastor of Vows
4,,Comet,On ground: Raya Lucaria Academy
5,,Shard Spiral,Buy from merchant: Sorceress Sellen Quest: Sorceress Sellen
6,,Glintstone Stars,Buy from merchant: Sorceress SellenGowry Quest: Sorceress SellenMillicent
7,,Star Shower,Buy from merchant: Sorceress SellenMiriel Pastor of Vows
8,,Glintstone Arc,Buy from merchant: Sorceress SellenThops Quest: Sorceress Sellen
9,,Crystal Barrage,Buy from merchant: Sorceress Sellen Quest: Sorceress Sellen
10,,Crystal Burst,"Enemy drop: Demi-Human Queen ,"
11,,Cannon of Haima,On ground: Converted Fringe Tower
12,,Gavel of Haima,On ground: Converted Fringe Tower
13,,Shatter Earth,On ground: Raya Lucaria Crystal Tunnel
14,,Rock Blaster,On ground: Sellia Crystal Tunnel
15,,Scholar's Armament,Buy from merchant: Sorceress Sellen Quest: Sorceress Sellen
16,,Scholar's Shield,Buy from merchant: Sorceress Sellen Quest: Sorceress Sellen
17,,Starlight,Buy from merchant: Thops Quest: Thops
18,,Terra Magica,On ground: Academy Crystal Cave
19,,Thops's Barrier (Spell),Quest: Thops
20,,Comet Azur,On ground: Hermit Village
21,,Stars of Ruin,On ground: Sellia Hideaway
22,,Founding Rain of Stars,On ground: Heretical Rise
23,,Magic Glintblade,Buy from merchant: Miriel Pastor of Vows
24,,Glintblade Phalanx,Buy from merchant: Sorceress SellenMiriel Pastor of Vows
25,,Carian Phalanx,Quest: Preceptor Seluvis
26,,Greatblade Phalanx,"Enemy drop: Bols, Carian Knight ,"
27,,Magic Downpour,"Enemy drop: Preceptor Miriam in Carian Study Hall,"
28,,Loretta's Greatbow,"Enemy drop: Royal Knight Loretta ,"
29,,Loretta's Mastery,"Enemy drop: Loretta, Knight of the Haligtree ,"
30,,Rennala's Full Moon,Buy from merchant: Enia
31,,Ranni's Dark Moon,On ground: Chelona's Rise
32,,Carian Slicer,Buy from merchant: Sorceress SellenMiriel Pastor of Vows
33,,Carian Greatsword,Buy from merchant: Miriel Pastor of Vows
34,,Carian Piercer,"Enemy drop: Teardrop Scarab in Liurnia of the Lakes,"
35,,Adula's Moonblade,"Quest: Ranni Enemy drop: Glintstone Dragon Adula ,"
36,,Lucidity,"Enemy drop: Preceptor Miriam in Carian Study Hall (Inverted),"
37,,Carian Retaliation,Quest: Preceptor Seluvis
38,,Ambush Shard,On ground: Witchbane Ruins
39,,Night Shard,Buy from merchant: Gowry Quest: Millicent
40,,Night Comet,"On ground: Sellia, Town of Sorcery"
41,,Night Maiden's Mist,Buy from merchant: Gowry Quest: Millicent
42,,Unseen Blade,On ground: Mirage Rise
43,,Unseen Form,On ground: Mirage Rise
44,,Eternal Darkness,On ground: Swamp Lookout Tower
45,,Magma Shot,Quest: Volcano Manor
46,,Roiling Magma,On ground: Hermit's Shack
47,,Gelmir's Fury,Quest: Volcano Manor
48,,Rykard's Rancor,Buy from merchant: Enia
49,,Glintstone Icecrag,Quest: Preceptor Seluvis
50,,Freezing Mist,Quest: Preceptor Seluvis
51,,Frozen Armament,"Enemy drop: Teardrop Scarab in Caria Manor,"
52,,Zamor Ice Storm (Spell),On ground: Zamor Ruins
53,,Shattering Crystal,On ground: Raya Lucaria Academy
54,,Crystal Torrent,"Enemy drop: Crystalians in Sellia Hideaway,"
55,,Crystal Release,"Enemy drop: Crystalians in Academy Crystal Cave,"
56,,Gravity Well,"Enemy drop: Alabaster Lord in Raya Lucaria Academy,"
57,,Collapsing Stars,On ground: War-Dead Catacombs
58,,Rock Sling,On ground: Street of Sages Ruins
59,,Meteorite,"Enemy drop: Onyx Lord in Royal Grave Evergaol,"
60,,Meteorite of Astel,"Enemy drop: Astel, Stars of Darkness ,"
61,,Oracle Bubbles,"Enemy drop: Teardrop Scarab in Siofra River,"
62,,Great Oracular Bubble,"Enemy drop: Teardrop Scarab in Siofra River,"
63,,Briars of Sin,"Enemy drop: Thorn-Fire Sorcerer (Artist's Shack) ,"
64,,Briars of Punishment,On ground: Mountaintops of the Giants
65,,Rancorcall,"On ground: Stormveil Castle Enemy drop: Teardrop Scarab in Stormveil Castle,"
66,,Ancient Death Rancor,"Enemy drop: Death Rite Bird in Liurnia of the Lakes,"
67,,Explosive Ghostflame,"Enemy drop: Death Rite Bird in Apostate Derelict,"
68,,Fia's Mist,"Enemy drop: Fia's Champions ,"
69,,Tibia's Summons,"Enemy drop: Tibia Mariner in Wyndham Ruins,"
70,,Blades of Stone,
71,,Cherishing Fingers,
72,,Fleeting Microcosm,
73,,Glintblade Trio,
74,,Glintstone Nail,
75,,Glintstone Nails,
76,,Gravitational Missile,
77,,Impenetrable Thorns,
78,,Mantle of Thorns,
79,,Mass of Putrescence,
80,,Miriam's Vanishing,
81,,Rellana's Twin Moons,
82,,Rings of Spectral Light,
83,,Vortex of Putrescence,
0,,Urgent Heal,Buy from merchant: Brother Corhyn Quest: Brother Corhyn
1,,Heal,Buy from merchant: Brother Corhyn Quest: Brother Corhyn
2,,Great Heal,Buy from merchant: Brother Corhyn Quest: Brother Corhyn
3,,Lord's Heal,Buy from merchant: Miriel Pastor of VowsBrother Corhyn
4,,Cure Poison,Buy from merchant: Brother Corhyn Quest: Brother Corhyn
5,,Lord's Aid,Buy from merchant: Miriel Pastor of VowsBrother Corhyn
6,,Magic Fortification,Buy from merchant: Brother Corhyn Quest: Brother Corhyn
7,,Flame Fortification,Buy from merchant: Brother Corhyn Quest: Brother Corhyn
8,,Lightning Fortification,Buy from merchant: Brother Corhyn Quest: Brother Corhyn
9,,Divine Fortification,"Enemy drop: Teardrop Scarab in Weeping Peninsula,"
10,,Lord's Divine Fortification,Buy from merchant: Twin Maiden HusksGideon Ofnir
11,,Rejection,Buy from merchant: Brother Corhyn Quest: Brother Corhyn
12,,Shadow Bait,On ground: Subterranean Shunning-Grounds
13,,Darkness,Buy from merchant: Miriel Pastor of VowsBrother Corhyn
14,,Assassin's Approach,Buy from merchant: Miriel Pastor of VowsBrother Corhyn
15,,Golden Vow (Spell),On ground: Corpse-Stench Shack
16,,Barrier of Gold,"Enemy drop: Teardrop Scarab in Leyndell Royal Capital,"
17,,Golden Lightning Fortification,"Enemy drop: Teardrop Scarab in Crumbling Farum Azula,"
18,,Protection of the Erdtree,"Enemy drop: Teardrop Scarab in Altus Plateau,"
19,,Wrath of Gold,On ground: Woodfolk Ruins
20,,Erdtree Heal,"On ground: Leyndell, Capital of Ash"
21,,Blessing's Boon,Buy from merchant: Miriel Pastor of Vows
22,,Blessing of the Erdtree,On ground: Leyndell Royal Capital
23,,Aspects of the Crucible: Breath,"Quest: Volcano Manor Enemy drop: Lesser Crucible Knight in Volcano Manor,"
24,,Aspects of the Crucible: Tail,"Enemy drop: Lesser Crucible Knight in Stormhill Evergaol,"
25,,Aspects of the Crucible: Horns,"Enemy drop: Lesser Crucible Knight in Stormveil Castle,"
26,,Elden Stars,On ground: Deeproot Depths
27,,Black Blade,Buy from merchant: Enia
